店铺长ID,店铺名称,地址,店铺分类,品类,省,市,区,手机
5928030,土匪烤鱼,慈溪市匡堰大道50号,餐饮,慈溪香锅烤鱼,浙江省,宁波,慈溪市,13586616391
194375737,象隐·地道曼谷料理（亚细亚店）,海曙区药行街亚细亚75MALLA座3楼,餐饮,东南亚菜,浙江省,宁波,海曙区,0574-88353656
5824899,麦香村蛋糕店,镇海区镇宁东路五里牌菜场西门旁,餐饮,生日蛋糕,浙江省,宁波,镇海区,13989310421
844338,闽香蛋糕,海曙区西湾路73号,餐饮,生日蛋糕,浙江省,宁波,海曙区,0574-87255468
1111793914,胖虎烤牛肉（月湖盛园店）,海曙区仓桥街32号,餐饮,中式烧烤/烤串,浙江省,宁波,海曙区,17757040040
1548804,半岛湾,海曙区新芝路162号（光大银行旁）,餐饮,江河湖海鲜,浙江省,宁波,海曙区,0574-87851177
41510769,娜娜私家烘焙,江北区建业街185号,餐饮,生日蛋糕,浙江省,宁波,江北区,13586588912
1111793914,胖虎烤牛肉（月湖盛园店）,海曙区仓桥街32号,餐饮,中式烧烤/烤串,浙江省,宁波,海曙区,17757040040
5939135,聚湘园烤鱼,江北区洪塘西路98号（好来居宾馆楼下店面房）,餐饮,香锅烤鱼,浙江省,宁波,江北区,
6650691,梁弄萬大嫂大糕,慈溪市天元镇镇北西路25号（镇北路红绿灯处往西50米）,餐饮,慈溪小吃快餐,浙江省,宁波,慈溪市,15356742998
6265836,味藏日本料理（箕漕街店）,鄞州区箕漕街53-1号,餐饮,日本菜,浙江省,宁波,鄞州区,0574-87455583/15888038583
5718577,鑫冠蛋糕,慈溪市横河镇龙泉西路77号,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,15888159061/15869501205
40350787,四川特色烤鱼,慈溪市七二三大街273号(蜜果斜对面)（邮电路与府北路交叉口）,餐饮,慈溪香锅烤鱼,浙江省,宁波,慈溪市,15967842747
951849564,禾冉理想家·烘焙DIY,海曙区西湾路134-1号,餐饮,生日蛋糕,浙江省,宁波,海曙区,15058837976
40176155,馨鲜果园,北仑区海城路236号（海信花园公交车站）,餐饮,外卖,浙江省,宁波,北仑区,18067333699
42427989,阿丽家蛋糕,慈溪市周巷镇小安村市场东路（菜市场东门口）,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,13736110501
170662866,花馐餐厅,鄞州区箕漕街38弄45号,餐饮,西餐,浙江省,宁波,鄞州区,13116615125/13186888938
1857417,0506面包坊（城河西路店）,镇海区城河西路188号（招宝广场内）,餐饮,生日蛋糕,浙江省,宁波,镇海区,0574-86660506
851435,鱼乐乡村客栈,鄞州区东钱湖旅游度假区环湖东路与朝天线交叉口（近下水西村）,餐饮,江浙菜,浙江省,宁波,鄞州区,0574-88164666
182398118,肆海杜记火锅（来福士店）,江北区大庆南路来福士广场4楼,餐饮,火锅,浙江省,宁波,江北区,0574-82830777/13818432958
83524616,辰茂河姆渡酒店西餐厅,余姚市新建路78号（辰茂河姆渡酒店内）,餐饮,余姚自助餐,浙江省,宁波,余姚市,0574-62625555
4019116,味香饭店,北仑区天目山路175号,餐饮,江河湖海鲜,浙江省,宁波,北仑区,13685700397
962174664,嘟喃烤肉（天一店）,海曙区石板巷7号,餐饮,烧烤烤串,浙江省,宁波,海曙区,0574-87325867
1858579,资溪面包,象山县石浦金山路123号，国家电网对面（原麦香村蛋糕店）,餐饮,象山生日蛋糕,浙江省,宁波,象山县,0574-65967759
1557740,蚝食汇海鲜烧烤,海曙区环城西路南段379号（宏通苑酒店旁）,餐饮,烧烤烤串,浙江省,宁波,海曙区,13208058667
195268704,墅家民间私房菜·网红体验店,江北区洪塘街道鞍山村安东路58号,餐饮,川湘菜,浙江省,宁波,江北区,18957405969
6555521,酸菜鱼王·香辣蟹煲,慈溪市乌山路306号二楼,餐饮,慈溪火锅,浙江省,宁波,慈溪市,0574-63106177/13486453633
1545691,D Sky home（钱湖天地店）,鄞州区钱湖北路399号钱湖天地广场104号（近印象城）,餐饮,西餐,浙江省,宁波,鄞州区,0574-83065557/13857498716
1319607346,肉汁日式烧肉（奉化万达店）,奉化市斗门路奉化万达广场十里桃花坊东侧5-20号（再回首旁）,餐饮,奉化烧烤烤串,浙江省,宁波,奉化市,13586630688
2551130,佩里诺牛排,余姚市长安路36号（近赛格特）,餐饮,余姚西餐,浙江省,宁波,余姚市,13486666549
42934538,宁大宾馆中餐厅,江北区风华路818号，宁波大学东校门（宁波大学宾馆对面）,餐饮,其他美食,浙江省,宁波,江北区,0574-86662800
859973015,曼谷小象（1902万科店）,镇海区1902万科广场1088号4楼,餐饮,东南亚菜,浙江省,宁波,镇海区,0574-56212676
1856703,蟹将军阳澄湖大闸蟹（中山东路店）,鄞州区中山东路1206号（世纪东方广场春晓中学对面）,餐饮,大闸蟹,浙江省,宁波,鄞州区,0574-89115780/13957872430
6661687,喜来临面包房,象山县来薰路99号（新菜市场）,餐饮,象山生日蛋糕,浙江省,宁波,象山县来薰路99号（新菜市,13516781209
1765687983,FREEP飞行派餐厅,鄞州区东岸名邸73号,餐饮,西餐,浙江省,宁波,鄞州区,19906582959
4654019,储缘蛋糕（庄市店）,镇海区浙江省宁波市镇海区庄市街道西陆路61号,餐饮,生日蛋糕,浙江省,宁波,镇海区,18258302894
6843481,甬江壹号,鄞州区江东北路435号和丰创意广场28-29号创庭楼旁,餐饮,江浙菜,浙江省,宁波,鄞州区,0574-87858999
150029295,鸡毛兑糖·尚宴（鄞州店）,鄞州区前河南路508号（3号线南部商务区站A口）,餐饮,江河湖海鲜,浙江省,宁波,鄞州区,0574-88219777
4185338,巴渝人家（钱湖北路店）,鄞州区钱湖北路892号（江南国际水会对面）,餐饮,川湘菜,浙江省,宁波,鄞州区,13736169622
41789300,无牙婆花生汤,海曙区府桥街38弄1号,餐饮,小吃快餐,浙江省,宁波,海曙区,15557097927
182053575,今井料亭.空中花园,鄞州区江东北路和丰花园酒店和庭楼19楼,餐饮,日本菜,浙江省,宁波,鄞州区,0574-87672777/0574-87852888
5080884,好灶头（云创店）,江北区风华路928弄13号楼127,餐饮,川湘菜,浙江省,宁波,江北区,13616595322/18868946143
5890254,蒂比汉堡（东裕店）,鄞州区中河街道四明东路587-1号,餐饮,西餐,浙江省,宁波,鄞州区,15381952717
160181010,有渔来了· 衢州农家菜（财富广场店）,鄞州区东部新城江澄北路499号宁兴财富广场16号,餐饮,特色菜,浙江省,宁波,鄞州区,0574-88232115
112898268,时令餐厅（西子国际店）,宁海县西子国际购物中心四楼,餐饮,宁海江浙菜,浙江省,宁波,宁海县,0574-65357112
1500034,wawa ted·juice（慈溪银泰店）,慈溪市浒山街道青少年宫路99号银泰购物中心六楼6A-14号,餐饮,慈溪饮品店,浙江省,宁波,慈溪市,18158452933
171085439,九州博多街（和义路店）,海曙区和义路96号1844广场D04,餐饮,日本菜,浙江省,宁波,海曙区,15306604980
6457416,周氏水产阳澄湖大闸蟹,余姚市西石山南路4-1号（拉芳舍咖啡对面）,餐饮,余姚大闸蟹,浙江省,宁波,余姚市,0574-62856160
6857943,金口福阳澄湖大闸蟹,余姚市梨洲街道世南东路23号东南,餐饮,余姚大闸蟹,浙江省,宁波,余姚市,0574-55863519
854383119,回味往事音乐酒馆（上城印象店）,镇海区慈海南路与骆兴路交汇处上城印象1#3楼28至33号,餐饮,特色菜,浙江省,宁波,镇海区,0574-86627939
5927685,雄镇大酒店,镇海区南大街27号（近新闻中心）,餐饮,江河湖海鲜,浙江省,宁波,镇海区,0574-86316600/0574-86316161
40069057,多味坊家庭牛排（江东店）,鄞州区华严街68号,餐饮,西餐,浙江省,宁波,鄞州区,0574-87374411
185654648,重庆故事小郡肝串串香,慈溪市罗源路50-1号 ,餐饮,慈溪火锅,浙江省,宁波,慈溪市,15123496187
6811925,黑色柳丁（尚田店）,奉化市开城街60号,餐饮,奉化生日蛋糕,浙江省,宁波,奉化市,13968309659/13586627450
5004022,庞师傅烧鸭面,鄞州区中萃路52号,餐饮,小吃快餐,浙江省,宁波,鄞州区,18758490615
42344967,白日梦无国界料理（岷山路店）,北仑区岷山路993号世贸二期店铺,餐饮,特色菜,浙江省,宁波,北仑区,0574-86963903
6241052,哆哆蛋糕,江北区镇宁西路1211号（家友超市旁，宁大校医院东北）,餐饮,生日蛋糕,浙江省,宁波,江北区,13777224553/0574-26253439
94687423,宁波石浦豪生大酒店自助餐厅,北仑区宝山路217号酒店1楼（泰河路和宝山路交叉口）,餐饮,自助餐,浙江省,宁波,北仑区,0574-86967777
1196858416,初原日本料理（慈溪七彩商业广场店）,慈溪市七彩商业广场营销中心18号4楼401,餐饮,慈溪日本菜,浙江省,宁波,慈溪市,18805844773
843905,蒋家酒楼,奉化市溪口镇武岭东路188号（近武岭门）,餐饮,奉化江河湖海鲜,浙江省,宁波,奉化市,0574-88862222
106267443,瑞伯克牛排自助餐厅（天一广场店）,海曙区碶闸街132号（天一广场内哈根达斯旁）,餐饮,西餐,浙江省,宁波,海曙区,0574-87166186
99123716,宁海食府（镇海店）,镇海区思源路266号（宁波帮博物馆东大门对面）,餐饮,江河湖海鲜,浙江省,宁波,镇海区,0574-55835777/55015058
844179,宁波状元楼酒店（和义路店）,海曙区和义路88号和义购物中心沿街商铺（电信局南面）,餐饮,江浙菜,浙江省,宁波,海曙区,0574-88216777/0574-88231888
2575891,名羊天下自助火锅烧烤（镇明路店）,海曙区镇明路482号文华大厦2楼（近第一人民医院）,餐饮,火锅,浙江省,宁波,海曙区,0574-87683836
1871848883,大桥饭店农家菜（慈城店）,江北区慈城宁慈西路三联公交旁,餐饮,江浙菜,浙江省,宁波,江北区,15306682569
3284678,Blue烘焙馆,鄞州区四明中路688号（利时卢森堡5楼）,餐饮,面包甜点,浙江省,宁波,鄞州区,13777016120
6117975,聚友食府,慈溪市逍林大道867号（逍林大道和林西路交叉口往南50米）,餐饮,慈溪其他美食,浙江省,宁波,慈溪市,18868938201
1196858416,初原日本料理（慈溪七彩商业广场店）,慈溪市七彩商业广场营销中心18号4楼401,餐饮,慈溪日本菜,浙江省,宁波,慈溪市,18805844773
6117975,聚友食府,慈溪市逍林大道867号（逍林大道和林西路交叉口往南50米）,餐饮,慈溪其他美食,浙江省,宁波,慈溪市,18868938201
2458854,阳光码头海鲜火锅（慈溪店）,慈溪市北二环中路555号（大润发超市对面）,餐饮,慈溪火锅,浙江省,宁波,慈溪市,15888130797
1658842637,汤去三面,北仑区宝山路20号,餐饮,小吃快餐,浙江省,宁波,北仑区,13506880633
5958473,荷塘码头·我家黑鱼馆（全国总店）,鄞州区四明中路518号（近三江购物超市）,餐饮,火锅,浙江省,宁波,鄞州区,0574-88186667
1856635,石浦大酒店（鄞州万达店）,鄞州区四明中路999号万达广场1-4层（万达广场1号门旁）,餐饮,江浙菜,浙江省,宁波,鄞州区,0574-88086777
195557555,柠檬泰（五彩城店）,余姚市城东路五彩城5楼L505N,餐饮,余姚东南亚菜,浙江省,宁波,余姚市,0574-22685342
6558209,优千寿司（爱好文具店）,"慈溪市胜山镇马潭南路430号（即中心小学正对面,稻草人店内）",餐饮,慈溪小吃快餐,浙江省,宁波,慈溪市,15381968171/15305743090
2402077,宁波石浦豪生大酒店·豪生阁中餐厅,北仑区宝山路217号（近凤凰山）,餐饮,江浙菜,浙江省,宁波,北仑区,0574-86967777
6687649,北海道日本料理（国际大酒店店）,慈溪市新城大道625号国际大酒店2楼,餐饮,慈溪日本菜,浙江省,宁波,慈溪市,0574-63922561/15869562321
849279,素满香·素食自助餐厅（宁波·鼓楼店）,海曙区公园路8号（近东福园）,餐饮,素食,浙江省,宁波,海曙区,0574-83860677
2412249,好兄弟郭巨海鲜·平价海鲜（天一阁柳庄店）,海曙区柳庄巷51号城市广场A座1楼,餐饮,江河湖海鲜,浙江省,宁波,海曙区,0574-88063777/87164377
4928154,百思味黄焖鸡米饭（堇山中路店）,鄞州区堇山中路451号,餐饮,小吃快餐,浙江省,宁波,鄞州区,15658218818
5615331,四川香天下火锅（传奇店）,鄞州区麦德龙路68号传奇广场3楼（麦德龙对面）,餐饮,火锅,浙江省,宁波,鄞州区,0574-88158777
60100330,吉米蛋糕,慈溪市南大路246号,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,15968976387
60100330,吉米蛋糕,慈溪市南大路246号,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,15968976387
843860,中信宁波国际大酒店,鄞州区江东北路1号中信国际大酒店4楼,餐饮,江浙菜,浙江省,宁波,鄞州区,0574-87757888-5722
4127135,百果园PAGODA（镇海店）,镇海区后大街661号（自来水公司对面）,餐饮,外卖,浙江省,宁波,镇海区,0574-87156581
42043081,嘉兴粽子（宁波总经销）,镇海区骆驼汶骆路388号（敬德小学对面）,餐饮,小吃快餐,浙江省,宁波,镇海区,15168556869/15088831581
844545,榕华庄（东港喜来登大酒店店）,鄞州区彩虹北路50号（栎木小学对面）,餐饮,自助餐,浙江省,宁波,鄞州区,0574-87688688
40219781,蜜约西点工坊,鄞州区启明路818号（创新128广场产业园11幢84号）,餐饮,生日蛋糕,浙江省,宁波,鄞州区,13806665732
41703565,蓉蓉川菜馆,镇海区南一西路68号,餐饮,川湘菜,浙江省,宁波,镇海区,13396620576
2551679,骑士牛排自助西餐厅•全新升级（奉化银泰店）,奉化市南山路150号银泰城4楼815号（近中山路）,餐饮,奉化西餐,浙江省,宁波,奉化市,0574-88683922
4365790,花样美食居（南大街店）,镇海区南大街269号,餐饮,川湘菜,浙江省,宁波,镇海区,0574-86259634
66629699,天地花苑酒店（餐厅）,慈溪市三北大街2085号（近汽车东站）,餐饮,慈溪江浙菜,浙江省,宁波,慈溪市,0574-63921111/63910777
4026414,卡娃伊潮流料理（鼓楼店）,海曙区公园路77路6号,餐饮,日本菜,浙江省,宁波,海曙区,0574-87203338
844520,石浦大酒店（镇海店）,镇海区南大街36号（近新闻中心）,餐饮,江浙菜,浙江省,宁波,镇海区,0574-86668777
51473692,贝贝汉堡,镇海区渡驾路乐购（临江小区东北），金盛年华门对面,餐饮,西餐,浙江省,宁波,镇海区,18989311533
3247036,湘间田舍（鼓楼店）,海曙区公园路6弄6号（东福园斜对面）,餐饮,川湘菜,浙江省,宁波,海曙区,0574-83897791
86248,开元新晶都酒店·自助火锅,鄞州区百丈东路1088号开元新晶都酒店内,餐饮,自助餐,浙江省,宁波,鄞州区,0574-87880788
1856479,石浦大酒店（百丈店）,鄞州区百丈东路1118号（近福明路）,餐饮,江河湖海鲜,浙江省,宁波,鄞州区,0574-87838888
40950782,探鱼（天一广场店）,海曙区碶闸街133号天一广场IIb区第3层IIb3003室,餐饮,香锅烤鱼,浙江省,宁波,海曙区,0574-87627568
6558775,徐振康水产行,江北区世纪大道路林市场大世界水产交易区21-143号,餐饮,江河湖海鲜,浙江省,宁波,江北区,13105575188
6989862,360快果农场（兴庄路店）,镇海区庄市街道兴庄路396号、398号,餐饮,外卖,浙江省,宁波,镇海区,15867287762
42172082,牛味香天·甬城老牌牛肉火锅（鄞州堇山店）,鄞州区堇山中路426号（丽兹大酒店隔壁）,餐饮,火锅,浙江省,宁波,鄞州区,0574-83003909
42503689,北疆饭店（环球银泰城店）,鄞州区首南街道天童南路1088号（宁波银泰环球购物中心5层524、525号）,餐饮,新疆菜,浙江省,宁波,鄞州区,18074246110
6513180,涌上外婆桥（四明广场店）,余姚市南雷路306号银亿四明广场C座3楼,餐饮,余姚江浙菜,浙江省,宁波,余姚市,0574-62891717
42222208,新重庆鸡公煲（江厦店）,海曙区江厦街19-8号（浦发银行旁）,餐饮,川湘菜,浙江省,宁波,海曙区,0574-83891166
2481968,局百犊·牛排西餐厅（鼓楼店）,海曙区公园路20号,餐饮,西餐,浙江省,宁波,海曙区,0574-87515888
1489447,金田中日本料理炭火烧烤,慈溪市上林坊南门大街233号（近钱塘国脉大酒店）,餐饮,慈溪日本菜,浙江省,宁波,慈溪市,0574-63883883
174948431,香猫咖啡烘焙（大碶店）,北仑区人民南路216号中国邮政北行50米,餐饮,饮品店,浙江省,宁波,北仑区,0574-26886697
6761791,粤新茶餐厅（江北万达店）,江北区江北大道188号3-44、3-45（万达广场内3-61、3-62）,餐饮,粤港菜,浙江省,宁波,江北区,0574-87450462
42050848,米熊寿司,慈溪市新华路177号,餐饮,慈溪日本菜,浙江省,宁波,慈溪市,18358467972
847258,麦思多尔（嘉悦店）,余姚市嘉悦广场内文山路718-720号,餐饮,余姚生日蛋糕,浙江省,宁波,余姚市,0574-62622656
64999236,钱小奴创意自助餐厅（宁波银泰环球店）,鄞州区天童南路1088号环球银泰城5层,餐饮,自助餐,浙江省,宁波,鄞州区,0574-89255355
52617547,小杨特色石锅鱼（中华路店）,余姚市泗门镇中华路3号,餐饮,余姚香锅烤鱼,浙江省,宁波,余姚市,15888157408
2401791,焰羊天火锅（北仑嵩山路店）,北仑区嵩山路908号（高凤路与嵩山路交叉口）,餐饮,火锅,浙江省,宁波,北仑区,0574-26883008
847117,要德鲜派老火锅（奉化店）,奉化市桥东岸路405号,餐饮,奉化火锅,浙江省,宁波,奉化市,0574-88938185
5773169,贝客森林,奉化市广平路45号（近奉化电影院）,餐饮,奉化生日蛋糕,浙江省,宁波,奉化市,0574-88583116/17706600655
60771993,好爸爸（印象城旗舰店）,鄞州区馨园路5号（印象城3号门对面）,餐饮,江河湖海鲜,浙江省,宁波,鄞州区,0574-27872345
42887423,重庆鸡公煲（凤洋二路店）,北仑区凤洋二路547号（中医院侧对面）,餐饮,川湘菜,浙江省,宁波,北仑区,13646630768
2432805,新石器烤肉（印象城店）,鄞州区钱湖北路288号印象城B1层,餐饮,中式烧烤/烤串,浙江省,宁波,鄞州区,0574-28879686
851633,名羊天下（百丈路店）,鄞州区百丈东路115号（近鄞州医院）,餐饮,火锅,浙江省,宁波,鄞州区,0574-27687777
4229334,菩提叶素食餐厅,慈溪市南苑柏隆大喷泉二楼（G+网咖旁）,餐饮,慈溪素食,浙江省,宁波,慈溪市,0574-63896223/13566616908
5572550,甬正麻辣香锅（银河路店）,宁海县银河路5号,餐饮,宁海香锅烤鱼,浙江省,宁波,宁海县,18352967552
4396748,局百犊（招宝山广场店）,镇海区招宝街道清川路196号2楼,餐饮,西餐,浙江省,宁波,镇海区,0574-86299788
849513,上井精致料理（和义大道店）,海曙区和义路和义大道购物中心B1039号1楼,餐饮,日本菜,浙江省,宁波,海曙区,0574-83897555
42793411,臻样韩国创意料理,海曙区鼓楼里巷府桥街38弄25号（警务室旁）,餐饮,日韩料理,浙江省,宁波,海曙区,18967845982
1149237,比卡亚巴西烧烤餐厅,海曙区中山东路145号宁波大酒店2楼,餐饮,自助餐,浙江省,宁波,海曙区,0574-87360077
2483193,欧文西点（日新街店）,海曙区日新街65弄6-8号（威斯汀酒店旁）,餐饮,生日蛋糕,浙江省,宁波,海曙区,0574-56207563
2483193,欧文西点（日新街店）,海曙区日新街65弄6-8号（威斯汀酒店旁）,餐饮,生日蛋糕,浙江省,宁波,海曙区,0574-56207563
843293,老屋川菜生活（孝闻街店）,海曙区孝闻街84号,餐饮,川湘菜,浙江省,宁波,海曙区,0574-87251326
6812394,亿鼎烩猪肚鸡汤底火锅（象山店）,象山县丹南路涌金广场3楼,餐饮,象山火锅,浙江省,宁波,象山县,0574-65880588
1856916,川味人家（鄞州店）,鄞州区日丽中路757号南部商务区奥克斯大厦,餐饮,川湘菜,浙江省,宁波,鄞州区,0574-88113777
66405,斗牛士牛排餐厅（镇明店）,海曙区镇明路72号中信银行大厦裙楼2楼（南苑饭店对面）,餐饮,西餐,浙江省,宁波,海曙区,0574-87296523
5353325,菲滋意式餐厅（五彩城店）,余姚市城东路888号（华润五彩城三楼320号商铺）,餐饮,余姚西餐,浙江省,宁波,余姚市,0574-62337277
3257596,七欣天品蟹轩（宁波海曙环城西路店）,海曙区环城西路南段166号,餐饮,火锅,浙江省,宁波,海曙区,0574-87249877
50864581,波比艾斯冰淇淋（上林坊步行街店）,慈溪市步行街华润万家南门一楼,餐饮,慈溪饮品店,浙江省,宁波,慈溪市,13968229860
97139784,逸东豪生大酒店橘日餐厅,鄞州区鼎泰路288号宁波国际金融服务中心G座逸东豪生大酒店3楼（近宁波国际会展中心）,餐饮,日本菜,浙江省,宁波,鄞州区,0574-81878888-8356/81878888
5384397,金穗私房蛋糕,海曙区联丰中路820号（孙家漕车站旁）,餐饮,生日蛋糕,浙江省,宁波,海曙区,13486088552
1471894,宁波逸东豪生大酒店美食屋,鄞州区鼎泰路288号宁波国际金融服务中心G座逸东豪生大酒店内,餐饮,生日蛋糕,浙江省,宁波,鄞州区,0574-81878888
2414581,水天堂西餐厅（余姚银泰城店）,余姚市新建北路217号银泰城3楼,餐饮,余姚西餐,浙江省,宁波,余姚市,0574-62606888
1857542,澳门豆捞（中山东路店）,奉化市中山东路13号（近联通营业厅）,餐饮,奉化火锅,浙江省,宁波,奉化市,0574-28517999
4684646,成都冒菜（南河沿路）,余姚市南河沿路40-1号,餐饮,余姚小吃快餐,浙江省,宁波,余姚市,13567887686
3286739,帕西菲嘉西餐厅（泛太平洋大酒店）,鄞州区民安东路99号（泛太平洋大酒店贵宾楼2楼，近国际会展中心）,餐饮,自助餐,浙江省,宁波,鄞州区,0574-89118888-6230
5933747,柠檬泰（印象城店）,鄞州区钱湖北路288号印象城4楼,餐饮,东南亚菜,浙江省,宁波,鄞州区,0574-27898822
6765247,N多寿司（大观园店）,宁海县跃龙街道兴宁中路296号大观文化园内,餐饮,宁海日本菜,浙江省,宁波,宁海县,18667896109/15258210272
2370620,O2鲜榨果汁（来福士广场店）,江北区大庆南路99号来福士广场B1层,餐饮,饮品店,浙江省,宁波,江北区,15857451882
40367371,哈瑞森,余姚市城东路余姚华润五彩城商业街一楼S158商铺（肯德基旁）,餐饮,余姚生日蛋糕,浙江省,宁波,余姚市,0574-62432228
6528911,好望角烘焙坊（人和路总店）,慈溪市人和路1号,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,13345995077
40725370,N多时尚寿司（体育场路店）,余姚市体育场路37号,餐饮,余姚日本菜,浙江省,宁波,余姚市,18069136684
6809459,诺丁牛排餐厅（慈溪保利店）,慈溪市保利滨湖天地购物中心A区2楼,餐饮,慈溪西餐,浙江省,宁波,慈溪市保利滨湖天地购物中心A区,13967496049
1405456,渔禾寿司（鼓楼店）,海曙区鼓楼公园路77弄5号,餐饮,日本菜,浙江省,宁波,海曙区,15867200251
37248,澳门豆捞（宁波一店）,鄞州区中兴路310号,餐饮,火锅,浙江省,宁波,鄞州区,0574-87789777
51037396,8090披萨屋,鄞州区锦寓路729号（宁海食府旁）,餐饮,西餐,浙江省,宁波,鄞州区,0574-26268090
40171498,里约巴西烧烤主题餐吧,北仑区横河路499号,餐饮,烧烤烤串,浙江省,宁波,北仑区,0574-86836898
843326,意卡菲（世贸店）,海曙区东渡路29号世贸中心1楼29号（老银泰旁边）,餐饮,特色菜,浙江省,宁波,海曙区,0574-87267777/87173777
2709581,麦可斯（新浦店）,慈溪市樟新路新浦汽车站入口旁（近金满楼）,餐饮,慈溪小吃快餐,浙江省,宁波,慈溪市,0574-63576905
848423,王阿姨文昌油赞子（府桥街店）,海曙区府桥街68弄49号（新四方美食城后门）,餐饮,小吃快餐,浙江省,宁波,海曙区,15990201231
5057748,豪尚豪牛排馆,慈溪市广义路240-246号,餐饮,慈溪西餐,浙江省,宁波,慈溪市,0574-63637727
2518600,七天鲜迷宗蟹（银河路店）,宁海县银河路93号-97号,餐饮,宁海火锅,浙江省,宁波,宁海县,0574-25566717
6081500,重庆鸡公煲（西石山路店）,余姚市西石山南路62号（西石山路与长安路交叉路口）,餐饮,余姚川湘菜,浙江省,宁波,余姚市,18358278910
843972,要德鲜派老火锅（鼓楼店）,海曙区中山西路57号昇阳泰商场2楼,餐饮,火锅,浙江省,宁波,海曙区,0574-87307737
2551660,云石林过桥米线（奉化银泰店）,奉化市南山路150号,餐饮,奉化小吃快餐,浙江省,宁波,奉化市,0574-88683978
42129992,嘴跟前·羊肉泡馍（曙光北路店）,鄞州区曙光北路138号（民安路与曙光北路交叉口）,餐饮,西北菜,浙江省,宁波,鄞州区,13157463666/13819423220
4064238,韩悦烤肉（余姚店）,余姚市四明西路855号万达广场三层3032,餐饮,余姚烧烤烤串,浙江省,宁波,余姚市,17380976880
1405611,涌上外婆桥（南塘店）,海曙区南郊路258号,餐饮,江浙菜,浙江省,宁波,海曙区,0574-55717177
60372890,爱尚自助烤肉火锅,宁海县西店镇振兴北路698号,餐饮,宁海火锅,浙江省,宁波,宁海县,18312975999
4350771,有家川菜（启明南路店）,鄞州区创新128广场启明路799号附近,餐饮,川湘菜,浙江省,宁波,鄞州区,18667827825
5796498,浪漫满屋DIY烘焙坊,余姚市四明西路400号（余姚中学旁）,餐饮,余姚生日蛋糕,浙江省,宁波,余姚市,0574-62791790
5761993,米魚記古法粥铺（鄞州万达店）,鄞州区天童北路1211号-3,餐饮,小吃快餐,浙江省,宁波,鄞州区,18958242115
5273214,CAESAR（北仑店）,北仑区岷山路386号（银泰城附近，康桥小镇酒店旁边）,餐饮,西餐,浙江省,宁波,北仑区,0574-86825177
1858514,要德火锅（人民大道店）,宁海县人民大道270号,餐饮,宁海火锅,浙江省,宁波,宁海县,0574-65590063
706348,太平洋自助餐四季咖啡厅（南滨江路店）,余姚市南滨江路168号太平洋大酒店一楼,餐饮,余姚自助餐,浙江省,宁波,余姚市,0574-62886288-3161/15336633844
6137936,古川精致料理,北仑区中河路399号（银泰城4层）,餐饮,日本菜,浙江省,宁波,北仑区,18057409207/0574-86866067
5031169,我家特色煲·桐乡煲,慈溪市世纪城金泰街59号（世纪金源大酒店西行200米路北，林智大食堂后面）,餐饮,慈溪江浙菜,浙江省,宁波,慈溪市,18057470613/15958212137
1549423,小山日本料理（高凤路店）,北仑区高凤路261号（近老板娘大酒店）,餐饮,日本菜,浙江省,宁波,北仑区,0574-86833007
4870704,哆吉客,余姚市四明西路120号,餐饮,余姚小吃快餐,浙江省,宁波,余姚市,0574-62700139
1857248,中村屋（南部商务区店）,鄞州区天童南路578弄50号桑德兹大厦2楼（近杉杉大厦）,餐饮,日本菜,浙江省,宁波,鄞州区,0574-89017909
5758376,咭味哆炸鸡汉堡,余姚市泗门镇振兴路19号,餐饮,余姚西餐,浙江省,宁波,余姚市,0574-62135157
6834175,大通冰室（天一店）,海曙区天一广场水晶街华润万家对面,餐饮,饮品店,浙江省,宁波,海曙区,13606749254
64380277,吧唧米线馆（白云店）,海曙区白云街道民丰街111号,餐饮,小吃快餐,浙江省,宁波,海曙区,18758321908
106821008,法芙诺烘焙,鄞州区四明中路557号（三江超市对面，原乐芙蛋糕）,餐饮,生日蛋糕,浙江省,宁波,鄞州区,13957801618/0574-88227677
847692,华侨温德姆至尊豪廷大酒店·DELI&COFFEE多丽美食屋,海曙区柳汀街230号华侨温德姆至尊豪廷大酒店1楼（近月湖）,餐饮,生日蛋糕,浙江省,宁波,海曙区,0574-27866666
4860464,素满香·素食自助餐厅（宁波·甬港南路素宝斋店）,鄞州区甬港南路2-4东城·百汇大厦,餐饮,自助餐,浙江省,宁波,鄞州区,0574-87865777
50513640,万州烤鱼,宁海县兴宁中路336号（大观园西北大门、停车场北面公交车站旁）,餐饮,宁海香锅烤鱼,浙江省,宁波,宁海县,13221895996
1440280,七欣天品蟹轩（宁波联盛广场店）,鄞州区宁南北路1284号联盛广场B区,餐饮,火锅,浙江省,宁波,鄞州区,0574-83050385
42797675,老屋印象川菜（亚细亚店）,海曙区药行街169号亚细亚商城A座五楼（莱迪时尚广场五楼）,餐饮,川湘菜,浙江省,宁波,海曙区,0574-87308695
2416534,天港禧悦酒店·浩自助餐厅（宁波鄞州万达广场店）,鄞州区四明中路606号,餐饮,自助餐,浙江省,宁波,鄞州区,0574-28895377
